company name,ticker,sector,year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,topic_59,topic_60,topic_61,topic_62,topic_63,topic_64,topic_65,topic_66,topic_67,topic_68,topic_69,topic_70,topic_71,topic_72,topic_73,topic_74,topic_75,topic_76,topic_77,topic_78,topic_79,topic_80,topic_81,topic_82,topic_83,topic_84,topic_85,topic_86,topic_87,topic_88,topic_89,topic_90,topic_91,topic_92,topic_93,topic_94,topic_95,topic_96,topic_97,topic_98,topic_99
"Discovery, Inc.",DISCK,Communication Services,2014,0.001093586,0.000733276,0.005176032,0.00970507,0.000772443,0.000710889,0.093839816,0.000825847,0.000756322,0.00077464,0.034053189,0.000621218,0.001409302,0.000862461,0.000642256,0.000680692,0.000769627,0.001682244,0.052457113,0.00079603,0.000952903,0.000842411,0.000801066,0.000650824,0.000740881,0.001199509,0.000838303,0.000744369,0.000910649,0.000869142,0.002435603,0.000643164,0.01704084,0.00085175,0.000941518,0.000780852,0.000795757,0.000662834,0.391961859,0.007890191,0.022536332,0.011888724,0.000812744,0.000735535,0.000742418,0.000859324,0.004269246,0.000660098,0.001013988,0.000730198,0.00067827,0.000727828,0.000698435,0.004363357,0.000755166,0.000739465,0.00074966,0.007227426,0.000737073,0.000634022,0.041117602,0.000663808,0.00074046,0.001082735,0.000668559,0.015692586,0.000662332,0.011817457,0.000682898,0.106892447,0.00073791,0.00081041,0.000744241,0.00063195,0.001257253,0.002142292,0.000649626,0.00060614,0.000693028,0.002395236,0.001276546,0.000694509,0.000811372,0.012356775,0.000902602,0.000797771,0.000709393,0.001197466,0.000690569,0.002026424,0.000738271,0.013020033,0.000690819,0.009024801,0.000655233,0.001152781,0.000819849,0.047132026,0.00249925,0.009638752
CenturyLink Inc.,CTL,Communication Services,2017,0.00101553,0.000858266,0.000838023,0.031057754,0.001473833,0.001119514,0.000729989,0.000825218,0.000751138,0.001204368,0.001910224,0.000670789,0.000791745,0.001012566,0.012495794,0.000679872,0.000779963,0.000764207,0.057219302,0.000764867,0.001821366,0.006977329,0.00097635,0.000761563,0.000789284,0.000987905,0.02768179,0.0008039,0.000746497,0.000900455,0.000710229,0.073136249,0.000697931,0.000692188,0.000775585,0.000740129,0.000690028,0.000705561,0.003941458,0.00099163,0.008420188,0.000868576,0.006856627,0.000786766,0.007597043,0.009263174,0.000683158,0.000779591,0.000824975,0.000785035,0.000661804,0.001965203,0.056858783,0.000686858,0.001380028,0.000814588,0.001584751,0.000794701,0.001767578,0.002019019,0.000704241,0.000650035,0.000742965,0.008160619,0.00070901,0.064140952,0.00072508,0.015561385,0.002995716,0.000806568,0.001161999,0.001056183,0.000956429,0.00087944,0.00121566,0.004469521,0.003808985,0.003508076,0.000920601,0.000665699,0.00079924,0.000696577,0.002100396,0.000626778,0.001369243,0.00378559,0.000850572,0.000744952,0.000713056,0.000665917,0.000830476,0.001032235,0.000754794,0.006800556,0.000839127,0.000850976,0.00121936,0.010632133,0.000946167,0.502013861
Verizon,VZ,Communication Services,2021,0.000967104,0.001098817,0.000924861,0.000946188,0.000856059,0.000875135,0.014787591,0.000846574,0.00085176,0.00089776,0.001504447,0.000697151,0.000793478,0.000828552,0.002000931,0.004950636,0.000821715,0.000805367,0.597821965,0.005867373,0.000784881,0.001003063,0.000876871,0.003081712,0.000975609,0.001609152,0.000759836,0.000934334,0.000757308,0.000860995,0.001152378,0.049321794,0.000851177,0.000754031,0.000906531,0.001411282,0.000986475,0.000832848,0.001224467,0.002501611,0.000813449,0.000897521,0.003899348,0.000887692,0.000713353,0.025681355,0.000636987,0.000701975,0.000805012,0.001123821,0.000817882,0.000842134,0.002650464,0.003061236,0.010373626,0.01237136,0.005595649,0.000991285,0.000856172,0.000716951,0.000698714,0.003603271,0.000831202,0.001524599,0.006828354,0.001101239,0.000806513,0.004078177,0.026567316,0.000949101,0.002651377,0.004199872,0.000930486,0.000797881,0.001600956,0.000821181,0.002912564,0.00217273,0.00062542,0.000722412,0.000816504,0.000659469,0.012492419,0.000635466,0.00589374,0.000754718,0.000818716,0.00085803,0.000741207,0.000693895,0.001510853,0.000769434,0.041249731,0.012957995,0.000791029,0.000700686,0.000945697,0.000780141,0.000916993,0.065422822
Walt Disney Company (The),DIS,Communication Services,2015,0.000758613,0.052705757,0.000821912,0.00080571,0.000810825,0.000778723,0.000732806,0.000916423,0.000735106,0.000833694,0.00076527,0.000675311,0.00078052,0.000769988,0.00065164,0.000717591,0.001344014,0.00080929,0.0103154,0.001306322,0.0009848,0.000782065,0.001061475,0.001392936,0.000715053,0.049237769,0.000993681,0.000787594,0.009657514,0.001490001,0.047790148,0.000736735,0.004312215,0.000756169,0.000786878,0.002668895,0.000927322,0.000767355,0.311440886,0.001173815,0.000980039,0.004990407,0.000856514,0.000814633,0.00108537,0.000875691,0.00354212,0.000769627,0.001212117,0.003640007,0.000663203,0.000692369,0.000746326,0.002453692,0.001017254,0.000799016,0.001410886,0.00077527,0.000791665,0.000656269,0.000773002,0.056900511,0.000758098,0.001798484,0.000689546,0.000814729,0.000974313,0.002198995,0.000821042,0.001183138,0.000950951,0.000796987,0.000873537,0.001929206,0.001318221,0.003327801,0.000685897,0.011964542,0.210846544,0.000688712,0.000802215,0.001379987,0.000920797,0.000839979,0.02569676,0.009011973,0.001401408,0.001171516,0.000774078,0.083943372,0.001274445,0.008121158,0.006675509,0.004148242,0.000717648,0.000716753,0.000930809,0.004374578,0.000804325,0.000729495
Facebook Inc. (Meta Platforms),FB,Communication Services,2017,0.000684968,0.001700767,0.000710238,0.030910524,0.00075925,0.031865157,0.000666803,0.00087933,0.000864402,0.000690325,0.000734297,0.003365391,0.000670159,0.002263017,0.015674691,0.010001335,0.000762899,0.00081816,0.000692851,0.000807316,0.001059311,0.020282967,0.000903354,0.002367402,0.000929028,0.00097114,0.000918279,0.000884925,0.007412578,0.003161231,0.001454402,0.000603139,0.00171724,0.000681644,0.015062416,0.000732059,0.00073774,0.00067261,0.57729059,0.000828891,0.000706477,0.001001602,0.000695035,0.001706678,0.000684293,0.000676461,0.000667837,0.000712086,0.000792095,0.000794474,0.00063268,0.005687218,0.026561503,0.004950633,0.00114583,0.008892209,0.009283202,0.000736092,0.009868213,0.000660258,0.002175232,0.00328898,0.000728563,0.000885846,0.000738156,0.000707715,0.001541926,0.000847387,0.000680466,0.000801917,0.000875129,0.000728582,0.000962556,0.000906729,0.000978121,0.000947872,0.004149749,0.000602269,0.054406928,0.000660904,0.000752894,0.000666376,0.002275729,0.037565615,0.012261612,0.002776464,0.001788541,0.00102724,0.000801174,0.000618771,0.00424745,0.000686329,0.017290733,0.003095508,0.000762578,0.000669173,0.000753038,0.011832769,0.000796577,0.000668704
Verizon,VZ,Communication Services,2019,0.001251113,0.001112418,0.001140168,0.000977748,0.00086292,0.009077614,0.000834222,0.001216312,0.002187816,0.001184775,0.001165005,0.0007877,0.00084521,0.00079748,0.001756036,0.000747932,0.000851415,0.001326442,0.565076704,0.000886756,0.033595607,0.000803141,0.000887035,0.00077183,0.001101206,0.001688208,0.001457919,0.006764192,0.000906091,0.00082177,0.00161515,0.036795655,0.000931905,0.000776279,0.000869775,0.001597373,0.000948358,0.000815928,0.012974268,0.000876292,0.01024197,0.000859044,0.000721109,0.000980095,0.001095847,0.038913623,0.000754533,0.001004795,0.013563113,0.000781924,0.000812968,0.000853156,0.001972377,0.003203396,0.000893973,0.000896975,0.001178024,0.000855104,0.001099878,0.002480586,0.002455564,0.004235718,0.000795877,0.001800754,0.000815227,0.000878849,0.000804463,0.001123809,0.000941748,0.001427887,0.000855345,0.000889522,0.001022339,0.001080523,0.000856062,0.000915572,0.0009391,0.000857089,0.000704788,0.00079158,0.003249919,0.000684977,0.00088863,0.000724027,0.001509603,0.004679443,0.000827481,0.011312712,0.000902509,0.000751991,0.000962485,0.000841387,0.00735583,0.000847277,0.00090798,0.002015939,0.001008133,0.000893785,0.002642036,0.148555777
Activision Blizzard,ATVI,Communication Services,2016,0.008784525,0.000864469,0.001120744,0.000859118,0.015253535,0.000775984,0.001068744,0.001063217,0.003781974,0.000904248,0.000789887,0.000685845,0.000685261,0.000732211,0.000773374,0.000720802,0.000798835,0.003964499,0.000831514,0.000974338,0.000792209,0.001097626,0.000860025,0.022013421,0.000915632,0.000908387,0.004798415,0.001931836,0.000764336,0.000777299,0.002181574,0.000703352,0.000780919,0.000672325,0.000755761,0.000846253,0.000766239,0.000727187,0.715911903,0.001856737,0.000947877,0.000949932,0.000659276,0.001454396,0.000723555,0.000750023,0.010038348,0.000734721,0.000882466,0.000868509,0.000681481,0.00079434,0.000721986,0.00169593,0.005552855,0.000865026,0.029936392,0.000786292,0.000809091,0.00071882,0.000874215,0.000693379,0.001541919,0.000706813,0.000721013,0.000892192,0.000763873,0.001102678,0.00074809,0.000831583,0.000973935,0.000761323,0.000901844,0.001135296,0.000883137,0.000739173,0.000730343,0.004949459,0.037738236,0.026161294,0.000868889,0.000679162,0.001008335,0.000651405,0.001533908,0.005938559,0.00079216,0.003911355,0.000851756,0.000779148,0.003041726,0.00073451,0.018366766,0.004595718,0.001165494,0.000834629,0.000814261,0.000795537,0.000802256,0.001918759
"Nike, Inc.",NKE,Consumer Discretionary,2020,0.000648832,0.001930419,0.000610833,0.000686882,0.000800402,0.000689219,0.00057991,0.001006774,0.000673828,0.000713182,0.008413003,0.000590841,0.000594275,0.000843255,0.000881256,0.000822787,0.001109616,0.001661762,0.000828958,0.001678648,0.000678499,0.000884161,0.001002201,0.01970107,0.000672088,0.615965102,0.00089385,0.00109209,0.001009685,0.000717438,0.000654083,0.000588853,0.004128055,0.000599284,0.014348372,0.005655479,0.000742027,0.000722159,0.000795951,0.000892506,0.003516816,0.000877622,0.000740938,0.000607307,0.000822248,0.000667663,0.000547465,0.000607237,0.000785297,0.000808496,0.000611225,0.000628293,0.000608587,0.003157026,0.000690282,0.00063929,0.086445119,0.000722493,0.000763965,0.000566013,0.002409567,0.000554546,0.000659994,0.001727093,0.050288028,0.000694502,0.00059433,0.017684419,0.000672102,0.000770194,0.000907358,0.000737818,0.000969369,0.004485895,0.000659922,0.000815987,0.000612533,0.00353939,0.00055214,0.000644622,0.000745052,0.000567407,0.000673437,0.001537826,0.000737705,0.000730175,0.000633273,0.001383732,0.000654594,0.01984974,0.073057207,0.000803957,0.000665027,0.000600989,0.000884077,0.000704146,0.000786029,0.001065954,0.000654524,0.000964324
Leggett & Platt Inc.,LEG,Consumer Discretionary,2014,0.064849421,0.001412002,0.01259824,0.018467654,0.001310924,0.001284878,0.002462375,0.001800541,0.001529498,0.001431298,0.001248484,0.001443318,0.001295836,0.001545963,0.008605607,0.00135311,0.035627893,0.002387059,0.001335193,0.037760991,0.001431837,0.001259086,0.130840167,0.001298932,0.052030965,0.001259095,0.019582503,0.001406564,0.001784744,0.001282693,0.009912719,0.001365895,0.001264536,0.001379684,0.001477435,0.001824775,0.001449748,0.001597007,0.002323834,0.001652053,0.00222936,0.001559705,0.003564742,0.002122065,0.001774691,0.001462797,0.004980308,0.001375807,0.001860044,0.001529553,0.001526315,0.001261799,0.001226882,0.00136436,0.007425404,0.001314635,0.001247024,0.051518267,0.005702741,0.006203675,0.050169032,0.018594702,0.001351719,0.001700603,0.001302751,0.001624681,0.0015465,0.020709034,0.00153385,0.00162524,0.077973269,0.001441427,0.047455242,0.00119397,0.002290621,0.00198863,0.001292541,0.001421914,0.005443977,0.001511179,0.001503298,0.001189987,0.001620731,0.105190637,0.001612868,0.001249813,0.001234211,0.001865504,0.001257724,0.00138091,0.00155865,0.001333423,0.001251311,0.044081165,0.001253354,0.001632689,0.001379053,0.046804096,0.00134339,0.001661572
General Motors,GM,Consumer Discretionary,2018,0.000878406,0.000754839,0.00105368,0.03417722,0.000897355,0.001023677,0.000750379,0.000824875,0.001087189,0.000851585,0.000739545,0.000886503,0.00109401,0.001158549,0.004793772,0.00069039,0.001020365,0.000980513,0.008827089,0.000794038,0.000733703,0.00076494,0.658829091,0.000707935,0.000798498,0.000980883,0.000770496,0.000958081,0.000867299,0.000798683,0.00086377,0.000748204,0.013212965,0.000698273,0.000797332,0.000874799,0.000998336,0.001830569,0.003054859,0.005742511,0.005822394,0.001075129,0.003038073,0.003960996,0.001001265,0.013155432,0.000663006,0.000771808,0.000828994,0.000794628,0.000722359,0.000774229,0.000866682,0.001268307,0.000830902,0.000802537,0.001822928,0.000921051,0.007871324,0.010842419,0.020517733,0.001550981,0.00079833,0.000943846,0.000770845,0.001115666,0.00109465,0.002693352,0.001057145,0.001177855,0.00073706,0.013694785,0.00279669,0.032613068,0.012558065,0.00100963,0.000815644,0.015488578,0.00069949,0.000708557,0.00096533,0.000687607,0.000902901,0.000700062,0.000878479,0.000823082,0.000738752,0.000821818,0.000715865,0.000786352,0.000730761,0.006919013,0.000794525,0.001150773,0.000801468,0.000738026,0.000858091,0.000756042,0.006459389,0.043780022
eBay,EBAY,Consumer Discretionary,2019,0.004613932,0.001122901,0.000977699,0.000938526,0.000948218,0.001349253,0.036841581,0.008975743,0.000967286,0.006803935,0.005528551,0.000823508,0.000879295,0.001029325,0.000979889,0.000842578,0.001145054,0.001006653,0.001249266,0.001301705,0.003434277,0.001806837,0.001134016,0.00087597,0.003307937,0.001215453,0.013068558,0.000938438,0.000974681,0.001333543,0.000880833,0.001489454,0.64787408,0.000917259,0.004372259,0.001486342,0.001178525,0.00084247,0.006892768,0.001703512,0.000936161,0.000941219,0.001551431,0.000999176,0.001471216,0.001053184,0.000889525,0.001205982,0.013272374,0.001271436,0.000874394,0.000853333,0.000890453,0.050853113,0.00131139,0.001010147,0.00147129,0.001111491,0.001256912,0.002795611,0.000892504,0.000977876,0.00358272,0.013004639,0.001064445,0.004612113,0.000825381,0.001052321,0.001584798,0.001954163,0.000973638,0.00710834,0.003401417,0.001044953,0.003024847,0.001922345,0.003084156,0.000724032,0.00103842,0.001063091,0.002843679,0.006045599,0.000936633,0.000857761,0.001550586,0.003317364,0.001013928,0.000998592,0.000850865,0.00085808,0.000948684,0.000874479,0.014586312,0.014034075,0.001018942,0.002041675,0.000952038,0.000851188,0.001822979,0.030588394
Under Armour Inc.,UAA,Consumer Discretionary,2014,0.000726643,0.010622376,0.000757268,0.000800678,0.00504658,0.000656804,0.000603497,0.000842203,0.007217832,0.00385568,0.012891848,0.002562667,0.000628797,0.000732666,0.001945193,0.000561389,0.000775135,0.000661484,0.000645637,0.0010262,0.023634419,0.000711181,0.000989125,0.000596014,0.00093225,0.372603771,0.073911917,0.000769027,0.001726117,0.000760983,0.000690589,0.000562847,0.000669899,0.00086212,0.041260997,0.024418169,0.000703612,0.000637947,0.078871365,0.002752292,0.001063276,0.003839519,0.000506571,0.000954511,0.000619288,0.002271732,0.000617762,0.000650119,0.000938722,0.000862951,0.007839467,0.000742921,0.000575042,0.000819805,0.002442879,0.000687219,0.045991103,0.000746339,0.013862986,0.005551992,0.010587061,0.003109944,0.000804921,0.003967611,0.000596738,0.006660012,0.001007231,0.00145966,0.002140508,0.002015107,0.000902298,0.054082583,0.000688887,0.000748036,0.001458988,0.000654582,0.004660433,0.001000458,0.000750135,0.000711255,0.000858356,0.000823497,0.00161024,0.000629811,0.01017873,0.000600933,0.000631914,0.001222262,0.00060707,0.000560697,0.034970334,0.03324852,0.010746559,0.019324757,0.000615445,0.000622069,0.000727987,0.009429814,0.000769049,0.00060609
Ross Stores,ROST,Consumer Discretionary,2018,0.001787738,0.001929829,0.00131111,0.001442469,0.001305473,0.001427451,0.001281589,0.024528585,0.001802519,0.001725272,0.004346219,0.00130849,0.001627797,0.005036047,0.007271358,0.001289947,0.001513217,0.001695956,0.001978543,0.001269348,0.002278579,0.001642769,0.00149273,0.001200583,0.002391395,0.001258241,0.002024353,0.001312388,0.001254639,0.001360373,0.002327006,0.001172426,0.005761598,0.001990898,0.00120455,0.001565735,0.001467514,0.001260328,0.004556751,0.001384775,0.001332194,0.001581617,0.001042151,0.003017155,0.001465587,0.001371669,0.001362456,0.001425217,0.001390216,0.001485054,0.001274088,0.001295956,0.001388478,0.001157738,0.001499892,0.001378463,0.001421718,0.00134551,0.005106467,0.001124197,0.001260953,0.001280917,0.001225054,0.011744957,0.001383328,0.001366089,0.001345157,0.003513424,0.001627326,0.001377231,0.577190131,0.001659171,0.001703807,0.001233398,0.001460389,0.005662286,0.001226826,0.001105704,0.008585826,0.001442287,0.002097727,0.001768434,0.00202662,0.001134289,0.005954166,0.002530136,0.004214334,0.001305709,0.001639982,0.15535364,0.023083009,0.001392655,0.003029697,0.002712442,0.001233929,0.013353647,0.001568325,0.001448664,0.008179359,0.001326563
CarMax,KMX,Consumer Discretionary,2023,0.000651783,0.000809191,0.000749909,0.017333142,0.000735701,0.011630604,0.000617235,0.023623835,0.070220628,0.000725616,0.000774972,0.112768672,0.041172824,0.000677233,0.000855806,0.000596386,0.000732904,0.000760974,0.001189991,0.012355852,0.00085856,0.001139622,0.002430244,0.018571508,0.000897919,0.056130725,0.001300034,0.000937889,0.000758467,0.000678225,0.005265872,0.000612549,0.008776223,0.000679227,0.000726166,0.000682201,0.000763334,0.001263523,0.000761984,0.014557102,0.000775174,0.001911371,0.000518118,0.00943576,0.018239262,0.000813615,0.00056428,0.000611525,0.000685131,0.016646179,0.000608199,0.000620567,0.000612909,0.009883093,0.000760989,0.000657269,0.00121313,0.000670908,0.114289714,0.000660644,0.000800133,0.000628181,0.000739268,0.008056323,0.010093695,0.00070675,0.000897962,0.001692542,0.000743618,0.000760046,0.252397285,0.00071686,0.0007968,0.000674948,0.001097107,0.001031543,0.002825402,0.022608086,0.000570094,0.000625429,0.000742988,0.000566367,0.000669006,0.000561954,0.012330274,0.000651757,0.001090424,0.001436678,0.000618935,0.037491424,0.000750767,0.0006697,0.001982636,0.006640497,0.000684304,0.000628051,0.000703802,0.00112593,0.005505733,0.019734231
MGM Resorts,MGM,Consumer Discretionary,2023,0.001164465,0.012742672,0.000975857,0.000903508,0.002848916,0.001217455,0.00511281,0.005688012,0.00096276,0.001086746,0.003384601,0.000900742,0.001426855,0.001117445,0.001374921,0.000865198,0.001013758,0.000917727,0.00777932,0.005920019,0.001092572,0.004060765,0.001287057,0.000848061,0.003506115,0.001669463,0.007938823,0.000901409,0.001054761,0.002496493,0.001262769,0.002972407,0.001087787,0.000878528,0.000963248,0.000940833,0.000983928,0.000891126,0.011403831,0.004810613,0.001134278,0.002689138,0.005610157,0.001051759,0.001314546,0.001951838,0.000828609,0.000952145,0.001014029,0.002128684,0.000801685,0.003514675,0.001113353,0.02076338,0.006931683,0.000971483,0.013213549,0.004962639,0.001012736,0.000769831,0.006218735,0.000850167,0.001006306,0.002082421,0.003860577,0.001317216,0.003264157,0.002013769,0.001019245,0.001289849,0.000976557,0.015251913,0.001438988,0.003039968,0.001048023,0.001364505,0.001087958,0.000719763,0.000837535,0.00082496,0.001166511,0.001074916,0.001001727,0.001885915,0.728081218,0.001021778,0.005466567,0.001289956,0.000939658,0.000863243,0.00105895,0.001104093,0.001066301,0.0103959,0.000823896,0.002975205,0.000956602,0.001039622,0.000948085,0.006142672
Genuine Parts Company,GPC,Consumer Discretionary,2017,0.030187416,0.000990758,0.008537265,0.00083438,0.000850229,0.000934484,0.003436951,0.002465675,0.00084271,0.00084617,0.000788833,0.020096056,0.032989715,0.004587497,0.002670576,0.010954718,0.007364276,0.000927783,0.005098767,0.000956942,0.002994643,0.001204836,0.005833624,0.000712528,0.360845653,0.000856639,0.028741959,0.000755487,0.000758576,0.001091377,0.002793167,0.00072357,0.000773797,0.000818861,0.000847715,0.000950265,0.000857917,0.00098611,0.000717839,0.000974881,0.009966755,0.001045285,0.000767733,0.001054712,0.000812236,0.000884008,0.01471004,0.000704445,0.009482283,0.000918571,0.01032423,0.0008822,0.00079372,0.001856671,0.000808656,0.000989078,0.000912656,0.009664348,0.016463715,0.005509502,0.000833943,0.000709057,0.000974688,0.025012576,0.000710413,0.01235934,0.000997978,0.001094905,0.00301529,0.000954545,0.160389103,0.0008195,0.00085288,0.005766425,0.00139019,0.001137893,0.000729853,0.00410709,0.000708929,0.022525093,0.000841149,0.00069819,0.001868553,0.00076499,0.000836122,0.001007219,0.001725223,0.000908268,0.032901109,0.000715676,0.001040318,0.00078578,0.000701437,0.037316962,0.000731523,0.001828226,0.001190942,0.027872698,0.001040779,0.000983658
